order_id,customer_id,customer_age,customer_gender,city,restaurant_id,restaurant_name,cuisine,restaurant_rating,customer_rating,order_amount,delivery_distance_km,delivery_time_minutes,order_date,order_hour,payment_method,discount_applied,delivery_partner,is_late_delivery
110804,C00804,57,Male,Mumbai,R0294,Restaurant_445,Pizza,4.9,4.7,774,13.0,77,2025-02-04,19,Wallet,15,DP003,0
110805,C00805,57,Male,Kolkata,R0051,Restaurant_464,Chinese,4.2,3.1,563,12.2,73,2024-08-27,21,UPI,15,DP003,1
110806,C00806,41,Male,Mumbai,R0321,Restaurant_34,Chinese,3.9,4.7,660,14.1,69,2025-06-21,13,Wallet,15,DP002,1
110807,C00807,49,Male,Hyderabad,R0005,Restaurant_306,Burger,4.7,4.2,733,6.4,41,2025-09-19,10,UPI,15,DP002,0
110808,C00808,29,Female,Bangalore,R0450,Restaurant_479,Biryani,4.2,3.3,566,1.3,5,2024-01-03,8,UPI,5,DP002,1
110809,C00809,43,Female,Delhi,R0004,Restaurant_339,Chinese,4.6,3.6,597,3.9,19,2025-08-21,16,Wallet,0,DP003,0
110810,C00810,58,Female,Delhi,R0482,Restaurant_158,Pizza,4.3,3.3,450,2.2,13,2025-03-18,11,Wallet,0,DP004,0
110811,C00811,57,Male,Hyderabad,R0308,Restaurant_11,South Indian,4.8,4.8,700,11.6,74,2025-10-27,6,Wallet,25,DP003,0
110812,C00812,40,Male,Bangalore,R0392,Restaurant_347,North Indian,3.6,3.6,702,11.5,55,2024-03-12,8,Debit Card,15,DP005,0
110813,C00813,41,Male,Bangalore,R0472,Restaurant_340,North Indian,3.8,3.0,485,13.0,56,2024-06-13,9,Credit Card,10,DP005,1
110814,C00814,23,Female,Mumbai,R0060,Restaurant_12,Pizza,4.8,3.5,477,3.2,19,2024-09-24,1,Cash,5,DP004,0
110815,C00815,25,Male,Bangalore,R0235,Restaurant_201,North Indian,3.5,3.4,646,9.2,51,2025-11-18,8,Credit Card,15,DP002,0
110816,C00816,60,Male,Pune,R0391,Restaurant_375,North Indian,3.7,4.6,488,10.7,44,2025-06-23,16,UPI,15,DP003,0
110817,C00817,52,Male,Bangalore,R0234,Restaurant_414,Chinese,4.4,4.5,664,5.3,28,2024-08-10,11,Wallet,25,DP004,1
110818,C00818,54,Male,Delhi,R0157,Restaurant_368,Pizza,4.2,4.3,565,1.8,8,2024-04-20,8,UPI,15,DP002,1
110819,C00819,41,Male,Pune,R0390,Restaurant_99,Chinese,4.2,3.4,481,4.7,21,2024-06-01,21,UPI,25,DP002,1
110820,C00820,25,Female,Mumbai,R0384,Restaurant_147,Pizza,4.3,3.4,443,4.4,22,2024-07-02,21,UPI,25,DP003,0
110821,C00821,31,Female,Kolkata,R0315,Restaurant_11,Desserts,3.7,4.5,386,1.1,5,2025-07-02,21,Debit Card,10,DP002,0
110822,C00822,28,Female,Bangalore,R0459,Restaurant_159,South Indian,4.9,3.4,740,12.2,73,2024-07-17,3,Wallet,10,DP004,1
110823,C00823,20,Male,Pune,R0087,Restaurant_481,Biryani,4.5,4.3,677,1.1,6,2025-10-24,6,Wallet,20,DP004,0
110824,C00824,50,Male,Chennai,R0500,Restaurant_455,North Indian,4.4,4.5,666,11.4,50,2025-02-01,23,Wallet,5,DP005,1
110825,C00825,52,Male,Kolkata,R0030,Restaurant_159,Burger,4.1,4.6,643,10.6,50,2024-08-21,21,UPI,0,DP004,1
110826,C00826,40,Female,Pune,R0395,Restaurant_438,North Indian,3.6,4.9,537,9.6,54,2025-06-11,4,Credit Card,10,DP001,1
110827,C00827,26,Male,Delhi,R0460,Restaurant_197,Desserts,4.8,4.3,611,1.4,8,2025-06-28,16,Credit Card,25,DP002,1
110828,C00828,34,Female,Chennai,R0377,Restaurant_138,South Indian,4.9,4.3,623,5.2,26,2025-05-07,21,Cash,20,DP005,1
110829,C00829,29,Male,Bangalore,R0236,Restaurant_242,South Indian,4.9,4.6,577,11.2,49,2024-04-29,6,UPI,5,DP004,1
110830,C00830,27,Male,Pune,R0073,Restaurant_123,Burger,4.1,4.6,640,12.4,86,2024-05-01,23,Cash,15,DP001,1
110831,C00831,55,Female,Chennai,R0406,Restaurant_477,South Indian,4.4,4.4,510,3.7,17,2024-11-20,15,Credit Card,0,DP001,1
110832,C00832,50,Male,Hyderabad,R0451,Restaurant_154,North Indian,4.5,3.7,583,3.4,17,2025-04-02,8,Wallet,15,DP002,1
110833,C00833,43,Female,Hyderabad,R0068,Restaurant_128,Pizza,4.4,3.9,725,14.7,59,2024-03-16,19,Debit Card,5,DP001,1
110834,C00834,34,Male,Pune,R0323,Restaurant_148,North Indian,4.7,4.6,504,2.8,16,2025-09-11,21,UPI,5,DP001,0
110835,C00835,32,Female,Bangalore,R0007,Restaurant_68,South Indian,4.7,3.1,741,12.3,83,2025-04-17,11,Debit Card,25,DP004,1
110836,C00836,50,Male,Mumbai,R0302,Restaurant_439,Chinese,4.0,4.8,556,3.5,22,2025-11-18,8,Wallet,10,DP004,1
110837,C00837,51,Male,Pune,R0098,Restaurant_222,Biryani,4.2,3.3,630,8.5,43,2024-04-03,4,Debit Card,15,DP003,1
110838,C00838,43,Male,Pune,R0245,Restaurant_253,Chinese,4.2,3.6,670,3.8,17,2025-10-25,0,Credit Card,5,DP001,1
110839,C00839,33,Female,Pune,R0066,Restaurant_455,Burger,3.8,4.4,604,8.3,42,2024-10-01,6,UPI,15,DP001,1
110840,C00840,22,Male,Bangalore,R0139,Restaurant_108,Desserts,3.6,3.6,601,5.2,29,2025-01-07,3,UPI,10,DP002,0
110841,C00841,36,Male,Bangalore,R0258,Restaurant_447,Biryani,3.5,3.7,633,3.7,15,2025-10-31,9,Wallet,10,DP001,1
110842,C00842,58,Female,Delhi,R0034,Restaurant_39,Chinese,3.6,4.3,517,10.5,59,2024-09-08,20,Debit Card,15,DP005,1
110843,C00843,44,Female,Chennai,R0236,Restaurant_319,Pizza,5.0,4.3,662,6.4,41,2024-02-22,1,Wallet,0,DP001,1
110844,C00844,59,Female,Hyderabad,R0387,Restaurant_166,Pizza,3.6,4.7,664,10.1,65,2024-07-20,14,Credit Card,10,DP003,0
110845,C00845,42,Male,Hyderabad,R0220,Restaurant_250,South Indian,4.2,4.0,584,11.0,50,2024-11-20,9,Credit Card,0,DP002,0
110846,C00846,57,Female,Pune,R0230,Restaurant_159,Biryani,4.8,3.5,568,2.3,12,2025-11-15,16,Cash,20,DP001,1
110847,C00847,37,Male,Bangalore,R0260,Restaurant_428,Burger,3.7,4.4,588,6.7,30,2024-12-25,23,UPI,10,DP003,1
110848,C00848,48,Female,Delhi,R0477,Restaurant_352,Pizza,3.8,4.4,570,13.9,96,2024-04-17,20,Cash,10,DP004,0
110849,C00849,47,Female,Delhi,R0202,Restaurant_299,South Indian,4.6,4.5,660,5.2,28,2025-08-02,21,Wallet,20,DP005,0
110850,C00850,25,Male,Kolkata,R0053,Restaurant_216,Desserts,3.6,3.1,502,4.2,28,2025-08-01,21,Wallet,5,DP004,1
110851,C00851,26,Male,Hyderabad,R0357,Restaurant_348,South Indian,4.1,3.2,432,2.1,14,2025-05-12,4,Debit Card,5,DP001,1
110852,C00852,34,Female,Hyderabad,R0107,Restaurant_437,South Indian,4.1,3.4,621,1.4,8,2024-10-29,14,Wallet,15,DP001,0
110853,C00853,26,Female,Mumbai,R0139,Restaurant_225,South Indian,3.8,4.1,411,3.1,14,2024-03-28,2,Credit Card,0,DP002,0
110854,C00854,58,Female,Delhi,R0149,Restaurant_203,Pizza,4.9,3.3,771,10.0,61,2025-11-11,19,Wallet,15,DP003,0
110855,C00855,38,Male,Pune,R0293,Restaurant_27,Biryani,4.2,3.9,696,12.9,62,2024-01-18,20,Credit Card,10,DP005,0
110856,C00856,48,Male,Delhi,R0148,Restaurant_479,Biryani,4.6,4.5,492,5.5,36,2024-12-02,0,Wallet,25,DP001,0
110857,C00857,31,Female,Kolkata,R0442,Restaurant_80,Biryani,3.7,3.7,495,4.4,23,2024-02-22,11,Debit Card,25,DP004,1
110858,C00858,29,Female,Chennai,R0367,Restaurant_109,Chinese,4.9,3.8,625,4.5,23,2024-04-22,10,UPI,10,DP005,1
110859,C00859,37,Male,Kolkata,R0473,Restaurant_68,Chinese,4.5,3.0,618,11.5,67,2025-11-27,23,Wallet,25,DP004,1
110860,C00860,45,Female,Kolkata,R0159,Restaurant_309,South Indian,4.5,3.2,451,2.2,10,2025-05-28,8,Credit Card,25,DP005,1
110861,C00861,48,Male,Delhi,R0015,Restaurant_483,North Indian,4.9,3.4,535,7.9,46,2025-09-29,10,Debit Card,20,DP003,0
110862,C00862,37,Male,Chennai,R0475,Restaurant_69,Biryani,4.2,4.2,680,14.2,71,2025-02-13,0,UPI,25,DP004,0
110863,C00863,36,Male,Kolkata,R0175,Restaurant_301,Chinese,4.0,5.0,679,13.8,73,2025-10-28,3,UPI,20,DP003,1
110864,C00864,25,Female,Pune,R0159,Restaurant_474,Burger,4.4,3.7,576,1.3,9,2024-12-10,22,Credit Card,25,DP003,0
110865,C00865,56,Male,Hyderabad,R0273,Restaurant_278,Biryani,4.7,4.3,707,14.0,88,2024-08-06,12,Wallet,15,DP001,0
110866,C00866,29,Male,Bangalore,R0230,Restaurant_493,Desserts,4.1,3.2,632,2.5,13,2024-10-22,17,UPI,0,DP001,0
110867,C00867,59,Male,Pune,R0276,Restaurant_389,Pizza,4.0,3.9,580,14.9,68,2024-11-15,23,Wallet,0,DP001,1
110868,C00868,52,Male,Hyderabad,R0438,Restaurant_312,Burger,4.8,3.1,506,4.3,21,2025-10-06,23,Cash,25,DP003,0
110869,C00869,53,Male,Mumbai,R0183,Restaurant_205,Biryani,3.7,3.5,453,5.5,25,2024-04-11,14,Cash,20,DP005,1
110870,C00870,25,Male,Bangalore,R0275,Restaurant_448,Chinese,4.7,4.6,756,10.0,45,2024-07-01,12,Credit Card,0,DP003,0
110871,C00871,45,Female,Hyderabad,R0020,Restaurant_481,Chinese,3.6,4.7,639,8.4,52,2024-02-22,2,Debit Card,25,DP002,1
110872,C00872,53,Male,Hyderabad,R0166,Restaurant_237,North Indian,4.2,4.0,504,2.6,16,2024-04-19,22,Cash,15,DP001,0
110873,C00873,57,Male,Kolkata,R0249,Restaurant_131,South Indian,4.6,4.2,527,10.3,51,2025-09-15,10,Wallet,10,DP001,0
110874,C00874,20,Male,Pune,R0278,Restaurant_159,North Indian,4.1,4.7,478,5.8,29,2024-11-07,15,Debit Card,20,DP002,0
110875,C00875,53,Female,Hyderabad,R0289,Restaurant_423,Pizza,3.6,3.9,593,7.3,44,2025-06-01,3,Debit Card,0,DP003,0
110876,C00876,19,Male,Pune,R0420,Restaurant_478,North Indian,4.5,3.1,486,7.4,39,2024-11-29,8,Debit Card,5,DP003,1
110877,C00877,19,Male,Bangalore,R0234,Restaurant_499,Desserts,4.1,4.8,576,4.8,33,2025-06-16,11,Debit Card,0,DP002,1
110878,C00878,27,Male,Chennai,R0198,Restaurant_125,South Indian,3.8,4.7,667,11.8,79,2025-07-27,9,Wallet,25,DP004,1
110879,C00879,38,Male,Pune,R0427,Restaurant_379,North Indian,4.3,4.0,518,5.8,28,2025-09-08,0,Cash,10,DP004,1
110880,C00880,39,Male,Chennai,R0323,Restaurant_234,Biryani,3.6,5.0,651,4.9,26,2025-10-30,13,Wallet,25,DP002,1
110881,C00881,55,Female,Kolkata,R0498,Restaurant_308,Biryani,4.2,4.0,550,10.4,59,2025-11-13,8,Cash,0,DP001,0
110882,C00882,41,Male,Pune,R0394,Restaurant_145,Desserts,4.7,4.9,636,12.0,50,2024-02-17,13,Wallet,0,DP003,0
110883,C00883,21,Male,Chennai,R0184,Restaurant_13,Chinese,4.0,3.2,572,1.2,4,2024-12-05,21,Wallet,25,DP003,0
110884,C00884,37,Female,Pune,R0076,Restaurant_310,North Indian,4.0,4.7,420,1.4,8,2024-05-13,1,UPI,5,DP003,1
110885,C00885,18,Male,Bangalore,R0344,Restaurant_56,Burger,4.7,3.1,639,1.6,9,2024-04-14,19,Credit Card,0,DP002,1
110886,C00886,47,Female,Bangalore,R0214,Restaurant_6,North Indian,4.5,4.1,540,14.0,77,2025-05-15,7,Debit Card,15,DP003,0
110887,C00887,55,Female,Kolkata,R0020,Restaurant_114,Desserts,4.1,3.9,548,6.0,31,2024-09-18,7,Debit Card,25,DP003,0
110888,C00888,44,Male,Kolkata,R0037,Restaurant_470,South Indian,4.8,3.1,596,2.2,15,2024-01-13,0,UPI,10,DP005,1
110889,C00889,60,Female,Mumbai,R0275,Restaurant_480,Chinese,4.1,4.3,672,7.2,33,2025-03-15,8,UPI,0,DP001,0
110890,C00890,56,Male,Mumbai,R0403,Restaurant_461,Desserts,4.0,3.9,457,2.4,14,2024-06-14,2,Cash,0,DP004,0
110891,C00891,29,Male,Mumbai,R0199,Restaurant_121,Chinese,4.8,3.9,610,6.2,42,2025-01-20,6,UPI,20,DP003,0
110892,C00892,57,Male,Mumbai,R0217,Restaurant_130,Burger,4.2,4.2,519,8.3,52,2024-03-18,5,UPI,25,DP004,0
110893,C00893,31,Female,Hyderabad,R0135,Restaurant_410,Biryani,4.0,3.6,421,3.6,16,2024-01-01,18,Cash,25,DP005,0
110894,C00894,58,Female,Hyderabad,R0217,Restaurant_25,Chinese,4.1,4.6,436,3.0,14,2025-11-14,16,Credit Card,15,DP002,0
110895,C00895,56,Female,Hyderabad,R0217,Restaurant_111,Biryani,4.0,3.1,601,9.8,62,2024-07-02,2,Debit Card,10,DP002,0
110896,C00896,47,Male,Kolkata,R0194,Restaurant_98,Pizza,3.9,4.5,434,5.9,30,2024-07-25,2,Cash,10,DP005,0
110897,C00897,20,Male,Delhi,R0056,Restaurant_90,Burger,3.7,4.8,564,2.6,16,2025-02-21,15,Debit Card,25,DP001,0
110898,C00898,27,Male,Hyderabad,R0120,Restaurant_119,Chinese,3.6,3.6,512,3.4,17,2024-01-30,11,Cash,15,DP003,0
110899,C00899,49,Male,Delhi,R0199,Restaurant_492,North Indian,3.9,4.4,523,12.2,65,2024-05-04,7,Cash,5,DP004,0
110900,C00900,29,Male,Bangalore,R0030,Restaurant_28,Pizza,4.0,3.5,523,12.3,67,2025-06-28,21,UPI,10,DP005,0
110901,C00901,41,Female,Mumbai,R0444,Restaurant_28,Biryani,5.0,4.9,788,11.8,66,2025-05-06,23,Debit Card,0,DP005,0
110902,C00902,60,Male,Chennai,R0008,Restaurant_401,Chinese,4.7,3.8,752,10.7,69,2025-07-17,9,Cash,25,DP001,1
110903,C00903,54,Male,Delhi,R0001,Restaurant_284,South Indian,4.1,4.9,712,12.8,57,2024-05-27,14,Cash,20,DP003,0
110904,C00904,42,Male,Mumbai,R0184,Restaurant_462,Chinese,4.8,3.3,613,10.5,52,2024-05-12,1,Wallet,15,DP002,1
110905,C00905,45,Female,Delhi,R0398,Restaurant_336,Burger,3.6,3.1,639,4.2,24,2025-08-18,20,Cash,20,DP005,0
110906,C00906,19,Female,Hyderabad,R0380,Restaurant_416,North Indian,4.0,3.9,475,2.5,14,2025-09-07,17,Cash,25,DP003,0
110907,C00907,34,Male,Bangalore,R0149,Restaurant_181,South Indian,4.7,4.3,668,7.3,43,2025-11-29,11,UPI,10,DP002,0
110908,C00908,55,Male,Kolkata,R0215,Restaurant_29,Biryani,4.5,4.3,654,3.9,16,2025-07-27,4,UPI,25,DP004,1
110909,C00909,26,Female,Delhi,R0082,Restaurant_471,North Indian,4.2,4.7,468,7.1,40,2025-04-24,7,Wallet,15,DP003,0
110910,C00910,60,Male,Bangalore,R0143,Restaurant_92,Biryani,4.7,3.2,720,11.6,73,2024-02-22,17,Cash,15,DP002,0
110911,C00911,32,Male,Delhi,R0485,Restaurant_422,South Indian,3.7,3.1,551,6.4,44,2024-08-06,1,Wallet,5,DP004,0
110912,C00912,26,Male,Hyderabad,R0185,Restaurant_76,Desserts,4.5,4.5,623,14.5,91,2024-10-11,7,Credit Card,5,DP005,0
110913,C00913,33,Female,Mumbai,R0447,Restaurant_328,Burger,3.9,3.4,462,2.9,11,2025-12-24,15,UPI,10,DP004,1
110914,C00914,53,Male,Hyderabad,R0099,Restaurant_229,Burger,4.5,3.9,595,7.4,36,2025-03-02,0,Wallet,20,DP003,1
110915,C00915,58,Male,Kolkata,R0294,Restaurant_469,Burger,4.9,5.0,517,8.5,40,2024-11-27,22,Cash,5,DP002,0
110916,C00916,18,Male,Hyderabad,R0168,Restaurant_51,South Indian,4.6,4.1,677,6.6,40,2024-07-12,8,UPI,20,DP002,1
110917,C00917,44,Female,Delhi,R0452,Restaurant_74,Biryani,4.7,3.6,716,8.2,54,2025-08-01,1,Wallet,20,DP002,1
110918,C00918,22,Male,Hyderabad,R0346,Restaurant_293,Burger,4.4,3.4,660,6.7,44,2024-04-20,2,Wallet,10,DP002,1
110919,C00919,26,Male,Mumbai,R0330,Restaurant_460,North Indian,4.0,4.4,437,4.8,30,2025-12-10,2,UPI,20,DP003,0
110920,C00920,35,Female,Pune,R0090,Restaurant_405,Burger,4.1,3.7,573,9.0,49,2024-04-16,22,UPI,10,DP004,0
110921,C00921,30,Female,Hyderabad,R0177,Restaurant_190,Burger,4.0,3.7,477,3.0,19,2024-03-21,5,Cash,20,DP001,0
110922,C00922,51,Male,Mumbai,R0406,Restaurant_144,North Indian,3.7,3.8,675,13.0,73,2024-10-16,22,Debit Card,5,DP001,1
110923,C00923,25,Male,Bangalore,R0206,Restaurant_444,Chinese,4.1,4.9,713,13.2,85,2025-11-07,15,Wallet,20,DP004,0
110924,C00924,54,Female,Mumbai,R0329,Restaurant_298,North Indian,3.9,3.8,492,9.7,53,2024-02-26,6,UPI,0,DP003,0
110925,C00925,47,Female,Pune,R0040,Restaurant_392,North Indian,4.6,3.8,632,8.3,36,2025-12-02,7,UPI,20,DP003,0
110926,C00926,20,Female,Kolkata,R0395,Restaurant_32,Biryani,4.0,4.4,459,7.6,35,2024-03-01,17,Credit Card,5,DP001,0
110927,C00927,26,Male,Mumbai,R0389,Restaurant_402,Desserts,3.8,5.0,554,2.2,13,2025-08-10,5,Wallet,0,DP002,1
110928,C00928,60,Female,Chennai,R0419,Restaurant_52,Desserts,4.5,4.7,534,2.3,14,2025-10-29,8,Credit Card,5,DP005,1
110929,C00929,49,Male,Mumbai,R0462,Restaurant_113,Burger,3.7,4.3,509,6.6,29,2025-03-09,5,Credit Card,25,DP002,1
110930,C00930,40,Male,Pune,R0182,Restaurant_63,Burger,4.9,4.8,624,7.9,45,2024-03-22,2,UPI,25,DP002,1
110931,C00931,39,Female,Chennai,R0248,Restaurant_223,South Indian,3.6,3.2,579,14.9,90,2025-06-09,8,UPI,0,DP004,0
110932,C00932,59,Female,Hyderabad,R0449,Restaurant_72,South Indian,4.4,3.2,664,4.9,29,2025-11-15,19,UPI,15,DP002,0
110933,C00933,50,Male,Bangalore,R0308,Restaurant_408,Desserts,4.2,4.0,493,9.1,39,2024-03-04,23,Credit Card,0,DP001,0
110934,C00934,25,Female,Kolkata,R0122,Restaurant_253,Chinese,3.9,4.5,601,7.8,44,2025-07-03,1,Wallet,20,DP003,1
110935,C00935,52,Female,Hyderabad,R0488,Restaurant_329,South Indian,4.0,4.4,579,4.6,24,2025-07-20,0,UPI,10,DP004,1
110936,C00936,41,Female,Pune,R0278,Restaurant_159,South Indian,3.8,3.8,537,10.6,68,2025-08-04,19,UPI,0,DP004,0
110937,C00937,20,Male,Chennai,R0283,Restaurant_465,South Indian,4.7,4.6,627,4.6,31,2024-03-01,3,Wallet,0,DP002,0
110938,C00938,23,Male,Mumbai,R0351,Restaurant_239,North Indian,5.0,4.7,768,10.4,67,2025-07-07,3,Credit Card,15,DP004,1
110939,C00939,57,Female,Kolkata,R0293,Restaurant_473,Desserts,4.8,3.6,608,11.5,69,2024-02-24,2,Credit Card,15,DP001,0
110940,C00940,40,Male,Chennai,R0181,Restaurant_247,North Indian,4.9,4.8,601,7.4,37,2024-05-01,18,UPI,0,DP003,0
110941,C00941,56,Female,Hyderabad,R0217,Restaurant_25,Chinese,4.1,3.9,746,14.7,88,2024-10-02,6,Cash,15,DP004,0
110942,C00942,52,Female,Hyderabad,R0033,Restaurant_59,Burger,3.6,4.5,579,14.7,93,2025-09-14,3,UPI,5,DP004,1
110943,C00943,53,Male,Chennai,R0028,Restaurant_227,Chinese,3.9,4.6,523,1.8,10,2024-02-06,15,UPI,25,DP002,0
110944,C00944,18,Female,Chennai,R0119,Restaurant_284,Biryani,3.5,3.4,594,5.9,40,2024-01-02,9,Wallet,10,DP001,1
110945,C00945,59,Male,Mumbai,R0426,Restaurant_187,Pizza,4.4,3.7,731,12.8,54,2025-12-28,15,Cash,10,DP004,0
110946,C00946,47,Female,Hyderabad,R0374,Restaurant_431,Chinese,4.3,4.0,531,1.4,6,2025-04-25,2,Debit Card,25,DP003,0
110947,C00947,24,Male,Chennai,R0223,Restaurant_263,Desserts,3.5,3.8,634,11.0,67,2024-04-19,4,UPI,25,DP002,0
110948,C00948,36,Male,Kolkata,R0039,Restaurant_456,North Indian,4.9,4.3,600,2.6,13,2024-09-18,20,Credit Card,0,DP001,1
110949,C00949,58,Female,Pune,R0238,Restaurant_467,Chinese,4.5,4.9,612,2.5,10,2025-08-08,5,Wallet,15,DP003,0
110950,C00950,33,Female,Kolkata,R0446,Restaurant_465,North Indian,3.6,3.6,460,3.2,18,2025-09-08,5,Credit Card,20,DP005,0
110951,C00951,48,Male,Chennai,R0382,Restaurant_31,Desserts,3.7,4.6,483,6.1,34,2024-06-27,17,Debit Card,15,DP003,1
110952,C00952,34,Female,Hyderabad,R0155,Restaurant_122,North Indian,4.0,3.6,434,4.9,27,2025-01-11,1,Debit Card,15,DP001,1
110953,C00953,31,Female,Chennai,R0134,Restaurant_1,Desserts,4.4,3.0,590,12.3,78,2025-02-22,4,Credit Card,20,DP002,0
110954,C00954,18,Female,Hyderabad,R0381,Restaurant_490,North Indian,3.6,3.8,627,9.8,64,2024-11-24,10,Debit Card,20,DP003,1
110955,C00955,34,Female,Chennai,R0016,Restaurant_89,Burger,4.0,3.0,541,5.8,32,2025-09-08,5,Wallet,10,DP003,0
110956,C00956,40,Male,Kolkata,R0442,Restaurant_266,Chinese,3.5,4.1,533,14.1,78,2024-12-30,5,Debit Card,0,DP005,0
110957,C00957,52,Male,Chennai,R0072,Restaurant_127,Chinese,4.6,3.2,714,8.7,52,2025-06-04,3,Debit Card,25,DP001,0
110958,C00958,45,Male,Pune,R0051,Restaurant_450,Biryani,3.7,4.4,466,8.8,38,2025-02-18,4,Cash,10,DP002,1
110959,C00959,33,Male,Hyderabad,R0088,Restaurant_137,Pizza,4.1,4.2,575,8.5,39,2024-10-19,12,Debit Card,10,DP002,1
110960,C00960,29,Female,Chennai,R0256,Restaurant_391,Pizza,3.7,3.8,429,5.8,31,2024-02-06,23,Credit Card,25,DP003,0
110961,C00961,37,Male,Kolkata,R0057,Restaurant_163,South Indian,4.7,3.9,682,9.8,58,2025-02-27,0,Cash,25,DP001,0
110962,C00962,25,Male,Hyderabad,R0387,Restaurant_273,North Indian,4.1,3.2,469,1.9,13,2025-12-03,1,Cash,20,DP001,0
110963,C00963,36,Male,Pune,R0137,Restaurant_57,South Indian,5.0,3.8,524,2.4,12,2024-12-18,1,Wallet,20,DP002,1
110964,C00964,30,Female,Bangalore,R0048,Restaurant_313,Desserts,3.6,4.2,612,14.1,79,2025-08-13,8,Credit Card,20,DP003,1
110965,C00965,35,Female,Pune,R0201,Restaurant_438,Burger,4.0,4.1,505,12.8,80,2024-01-04,3,Credit Card,5,DP005,1
110966,C00966,36,Female,Mumbai,R0174,Restaurant_187,Burger,3.7,4.0,510,8.2,41,2025-01-13,11,Debit Card,20,DP004,0
110967,C00967,41,Female,Chennai,R0209,Restaurant_486,Biryani,4.6,4.1,745,9.4,39,2025-12-02,3,Cash,15,DP003,1
110968,C00968,37,Female,Hyderabad,R0264,Restaurant_22,South Indian,4.8,4.8,553,13.5,62,2025-06-22,14,Cash,10,DP005,0
110969,C00969,58,Female,Delhi,R0259,Restaurant_423,Burger,4.5,3.1,490,2.7,17,2025-10-05,23,UPI,0,DP002,0
110970,C00970,27,Female,Chennai,R0440,Restaurant_312,South Indian,3.7,4.6,606,1.6,6,2024-10-19,21,Debit Card,0,DP005,1
110971,C00971,55,Male,Pune,R0029,Restaurant_61,Chinese,4.2,3.7,589,2.0,13,2025-11-30,15,Cash,0,DP003,0
110972,C00972,60,Male,Hyderabad,R0024,Restaurant_188,North Indian,4.6,3.5,691,6.1,40,2024-04-22,3,Cash,25,DP001,0
110973,C00973,37,Male,Kolkata,R0313,Restaurant_203,Desserts,3.8,4.7,524,13.8,72,2025-09-30,9,Wallet,5,DP005,1
110974,C00974,60,Female,Bangalore,R0335,Restaurant_267,Biryani,4.8,3.9,604,5.9,34,2024-12-21,21,Wallet,20,DP004,0
110975,C00975,49,Female,Hyderabad,R0161,Restaurant_60,North Indian,4.0,3.7,623,12.8,80,2024-07-28,1,Cash,10,DP004,0
110976,C00976,29,Male,Kolkata,R0285,Restaurant_287,Biryani,3.7,3.7,566,10.2,44,2024-05-26,13,UPI,15,DP005,1
110977,C00977,20,Male,Bangalore,R0079,Restaurant_31,Burger,4.3,3.7,485,9.4,59,2025-02-14,12,Cash,10,DP001,0
110978,C00978,52,Female,Mumbai,R0006,Restaurant_51,Chinese,3.8,3.7,527,8.8,55,2025-01-02,7,Cash,0,DP005,0
110979,C00979,31,Male,Kolkata,R0301,Restaurant_289,Burger,4.5,4.3,585,11.7,55,2025-07-18,9,Debit Card,25,DP001,0
110980,C00980,58,Male,Pune,R0172,Restaurant_37,Desserts,4.0,3.9,419,2.8,18,2025-05-31,6,Wallet,25,DP004,0
110981,C00981,39,Female,Hyderabad,R0465,Restaurant_139,South Indian,4.5,4.4,675,10.3,46,2025-12-11,1,Wallet,25,DP005,0
110982,C00982,33,Female,Kolkata,R0345,Restaurant_118,Biryani,4.9,3.7,613,2.1,12,2024-05-03,18,Debit Card,10,DP002,0
110983,C00983,38,Female,Mumbai,R0168,Restaurant_301,Desserts,3.7,3.5,444,5.8,27,2024-07-30,8,Debit Card,10,DP001,0
110984,C00984,41,Male,Delhi,R0497,Restaurant_295,Chinese,4.8,4.3,684,11.4,62,2024-12-12,7,UPI,25,DP004,1
110985,C00985,23,Female,Kolkata,R0344,Restaurant_155,Chinese,3.8,3.1,645,6.4,41,2025-07-14,10,UPI,5,DP002,0
110986,C00986,53,Female,Chennai,R0397,Restaurant_290,Chinese,5.0,4.0,681,7.1,34,2024-01-25,2,Wallet,5,DP003,1
110987,C00987,40,Female,Bangalore,R0024,Restaurant_283,North Indian,4.4,4.7,650,4.9,23,2024-04-07,20,Wallet,10,DP003,1
110988,C00988,21,Female,Hyderabad,R0049,Restaurant_261,Burger,4.2,3.2,603,3.2,16,2025-04-06,1,Wallet,20,DP005,0
110989,C00989,50,Male,Chennai,R0063,Restaurant_219,North Indian,4.1,4.4,494,4.4,26,2024-07-29,7,Credit Card,10,DP002,1
110990,C00990,53,Male,Delhi,R0080,Restaurant_270,Biryani,4.5,4.8,610,9.9,67,2025-12-13,2,Debit Card,5,DP002,1
110991,C00991,41,Female,Hyderabad,R0347,Restaurant_329,North Indian,3.8,4.5,681,11.7,62,2024-12-18,9,Cash,25,DP001,0
110992,C00992,51,Male,Delhi,R0271,Restaurant_220,Burger,4.4,3.4,578,9.2,37,2025-04-01,9,Cash,25,DP005,0
110993,C00993,43,Male,Bangalore,R0129,Restaurant_19,Biryani,4.7,3.5,538,2.1,12,2025-10-12,17,UPI,25,DP004,1
110994,C00994,26,Female,Bangalore,R0495,Restaurant_372,Burger,4.4,3.4,767,13.7,73,2025-10-03,21,UPI,10,DP001,1
